name,full_path,extension,pair_key,side,size_bytes
UD_002_B_0002_03_a.jpg,C:\Users\Meybells\Downloads\incoming-assets\inventory-photos\s-and-s-sports-memorabilia\4UP\oriented\UD_002_B_0002_03_a.jpg,.jpg,UD_002_B_0002_03,a,20980550
UD_002_B_0002_03_b.jpg,C:\Users\Meybells\Downloads\incoming-assets\inventory-photos\s-and-s-sports-memorabilia\4UP\oriented\UD_002_B_0002_03_b.jpg,.jpg,UD_002_B_0002_03,b,17630550
UD_002_B_0002_04_a.jpg,C:\Users\Meybells\Downloads\incoming-assets\inventory-photos\s-and-s-sports-memorabilia\4UP\oriented\UD_002_B_0002_04_a.jpg,.jpg,UD_002_B_0002_04,a,20980550
UD_002_B_0002_04_b.jpg,C:\Users\Meybells\Downloads\incoming-assets\inventory-photos\s-and-s-sports-memorabilia\4UP\oriented\UD_002_B_0002_04_b.jpg,.jpg,UD_002_B_0002_04,b,17630550
UD_002_B_0003_01_a.jpg,C:\Users\Meybells\Downloads\incoming-assets\inventory-photos\s-and-s-sports-memorabilia\4UP\oriented\UD_002_B_0003_01_a.jpg,.jpg,UD_002_B_0003_01,a,20463978
UD_002_B_0003_01_b.jpg,C:\Users\Meybells\Downloads\incoming-assets\inventory-photos\s-and-s-sports-memorabilia\4UP\oriented\UD_002_B_0003_01_b.jpg,.jpg,UD_002_B_0003_01,b,21107378
UD_002_B_0003_02_a.jpg,C:\Users\Meybells\Downloads\incoming-assets\inventory-photos\s-and-s-sports-memorabilia\4UP\oriented\UD_002_B_0003_02_a.jpg,.jpg,UD_002_B_0003_02,a,20463978
UD_002_B_0003_02_b.jpg,C:\Users\Meybells\Downloads\incoming-assets\inventory-photos\s-and-s-sports-memorabilia\4UP\oriented\UD_002_B_0003_02_b.jpg,.jpg,UD_002_B_0003_02,b,20995008
UD_002_B_0003_03_a.jpg,C:\Users\Meybells\Downloads\incoming-assets\inventory-photos\s-and-s-sports-memorabilia\4UP\oriented\UD_002_B_0003_03_a.jpg,.jpg,UD_002_B_0003_03,a,20463978
UD_002_B_0003_03_b.jpg,C:\Users\Meybells\Downloads\incoming-assets\inventory-photos\s-and-s-sports-memorabilia\4UP\oriented\UD_002_B_0003_03_b.jpg,.jpg,UD_002_B_0003_03,b,20995008
UD_002_B_0003_04_a.jpg,C:\Users\Meybells\Downloads\incoming-assets\inventory-photos\s-and-s-sports-memorabilia\4UP\oriented\UD_002_B_0003_04_a.jpg,.jpg,UD_002_B_0003_04,a,20463978
UD_002_B_0003_04_b.jpg,C:\Users\Meybells\Downloads\incoming-assets\inventory-photos\s-and-s-sports-memorabilia\4UP\oriented\UD_002_B_0003_04_b.jpg,.jpg,UD_002_B_0003_04,b,20995008
UD_002_B_0006_01_01_a.jpg,C:\Users\Meybells\Downloads\incoming-assets\inventory-photos\s-and-s-sports-memorabilia\4UP\oriented\UD_002_B_0006_01_01_a.jpg,.jpg,UD_002_B_0006_01_01,a,21933952
UD_002_B_0006_01_01_b.jpg,C:\Users\Meybells\Downloads\incoming-assets\inventory-photos\s-and-s-sports-memorabilia\4UP\oriented\UD_002_B_0006_01_01_b.jpg,.jpg,UD_002_B_0006_01_01,b,17860004
UD_002_B_0006_01_02_a.jpg,C:\Users\Meybells\Downloads\incoming-assets\inventory-photos\s-and-s-sports-memorabilia\4UP\oriented\UD_002_B_0006_01_02_a.jpg,.jpg,UD_002_B_0006_01_02,a,21933952
UD_002_B_0006_01_02_b.jpg,C:\Users\Meybells\Downloads\incoming-assets\inventory-photos\s-and-s-sports-memorabilia\4UP\oriented\UD_002_B_0006_01_02_b.jpg,.jpg,UD_002_B_0006_01_02,b,17860004
UD_002_B_0006_01_03_a.jpg,C:\Users\Meybells\Downloads\incoming-assets\inventory-photos\s-and-s-sports-memorabilia\4UP\oriented\UD_002_B_0006_01_03_a.jpg,.jpg,UD_002_B_0006_01_03,a,21933952
UD_002_B_0006_01_03_b.jpg,C:\Users\Meybells\Downloads\incoming-assets\inventory-photos\s-and-s-sports-memorabilia\4UP\oriented\UD_002_B_0006_01_03_b.jpg,.jpg,UD_002_B_0006_01_03,b,17860004
UD_002_B_0006_01_04_a.jpg,C:\Users\Meybells\Downloads\incoming-assets\inventory-photos\s-and-s-sports-memorabilia\4UP\oriented\UD_002_B_0006_01_04_a.jpg,.jpg,UD_002_B_0006_01_04,a,21933952
UD_002_B_0006_01_04_b.jpg,C:\Users\Meybells\Downloads\incoming-assets\inventory-photos\s-and-s-sports-memorabilia\4UP\oriented\UD_002_B_0006_01_04_b.jpg,.jpg,UD_002_B_0006_01_04,b,17860004
UD_002_B_0006_02_01_a.jpg,C:\Users\Meybells\Downloads\incoming-assets\inventory-photos\s-and-s-sports-memorabilia\4UP\oriented\UD_002_B_0006_02_01_a.jpg,.jpg,UD_002_B_0006_02_01,a,15725343
UD_002_B_0006_02_01_b.jpg,C:\Users\Meybells\Downloads\incoming-assets\inventory-photos\s-and-s-sports-memorabilia\4UP\oriented\UD_002_B_0006_02_01_b.jpg,.jpg,UD_002_B_0006_02_01,b,17860004
UD_002_B_0006_02_02_a.jpg,C:\Users\Meybells\Downloads\incoming-assets\inventory-photos\s-and-s-sports-memorabilia\4UP\oriented\UD_002_B_0006_02_02_a.jpg,.jpg,UD_002_B_0006_02_02,a,15725343
UD_002_B_0006_02_02_b.jpg,C:\Users\Meybells\Downloads\incoming-assets\inventory-photos\s-and-s-sports-memorabilia\4UP\oriented\UD_002_B_0006_02_02_b.jpg,.jpg,UD_002_B_0006_02_02,b,17860004
UD_002_B_0006_02_03_a.jpg,C:\Users\Meybells\Downloads\incoming-assets\inventory-photos\s-and-s-sports-memorabilia\4UP\oriented\UD_002_B_0006_02_03_a.jpg,.jpg,UD_002_B_0006_02_03,a,15725343
UD_002_B_0006_02_03_b.jpg,C:\Users\Meybells\Downloads\incoming-assets\inventory-photos\s-and-s-sports-memorabilia\4UP\oriented\UD_002_B_0006_02_03_b.jpg,.jpg,UD_002_B_0006_02_03,b,17860004
UD_002_B_0006_02_04_a.jpg,C:\Users\Meybells\Downloads\incoming-assets\inventory-photos\s-and-s-sports-memorabilia\4UP\oriented\UD_002_B_0006_02_04_a.jpg,.jpg,UD_002_B_0006_02_04,a,15725343
UD_002_B_0006_02_04_b.jpg,C:\Users\Meybells\Downloads\incoming-assets\inventory-photos\s-and-s-sports-memorabilia\4UP\oriented\UD_002_B_0006_02_04_b.jpg,.jpg,UD_002_B_0006_02_04,b,17860004
UD_002_B_0006_03_01_a.jpg,C:\Users\Meybells\Downloads\incoming-assets\inventory-photos\s-and-s-sports-memorabilia\4UP\oriented\UD_002_B_0006_03_01_a.jpg,.jpg,UD_002_B_0006_03_01,a,21933952
UD_002_B_0006_03_01_b.jpg,C:\Users\Meybells\Downloads\incoming-assets\inventory-photos\s-and-s-sports-memorabilia\4UP\oriented\UD_002_B_0006_03_01_b.jpg,.jpg,UD_002_B_0006_03_01,b,17860004
UD_002_B_0006_03_02_a.jpg,C:\Users\Meybells\Downloads\incoming-assets\inventory-photos\s-and-s-sports-memorabilia\4UP\oriented\UD_002_B_0006_03_02_a.jpg,.jpg,UD_002_B_0006_03_02,a,21933952
UD_002_B_0006_03_02_b.jpg,C:\Users\Meybells\Downloads\incoming-assets\inventory-photos\s-and-s-sports-memorabilia\4UP\oriented\UD_002_B_0006_03_02_b.jpg,.jpg,UD_002_B_0006_03_02,b,17860004
UD_002_B_0006_03_03_a.jpg,C:\Users\Meybells\Downloads\incoming-assets\inventory-photos\s-and-s-sports-memorabilia\4UP\oriented\UD_002_B_0006_03_03_a.jpg,.jpg,UD_002_B_0006_03_03,a,21933952
