PairKey,SourceLayout,AFile,BFile,ABackbone,ARotateCW,AOrientationSource,BRotateCW,BOrientationSource,BMatchMinMargin,LayoutCopies,Status
UD_002_A_0101_04,UD_002_A_0101,UD_002_A_0101_04_a.jpg,UD_002_A_0101_04_b.jpg,left,270,human-corrected,0,wario-verified,0.086899,4,READY
UD_002_A_0105_01,UD_002_A_0105,UD_002_A_0105_01_a.jpg,UD_002_A_0105_01_b.jpg,top,180,human-corrected,0,wario-verified,0.088004,4,READY
UD_002_A_0105_02,UD_002_A_0105,UD_002_A_0105_02_a.jpg,UD_002_A_0105_02_b.jpg,top,180,human-corrected,0,wario-verified,0.088004,4,READY
UD_002_A_0105_03,UD_002_A_0105,UD_002_A_0105_03_a.jpg,UD_002_A_0105_03_b.jpg,top,180,human-corrected,0,wario-verified,0.088004,4,READY
UD_002_A_0105_04,UD_002_A_0105,UD_002_A_0105_04_a.jpg,UD_002_A_0105_04_b.jpg,top,180,human-corrected,0,wario-verified,0.088004,4,READY
UD_002_A_0107_01,UD_002_A_0107,UD_002_A_0107_01_a.jpg,UD_002_A_0107_01_b.jpg,left,270,human-corrected,0,wario-verified,0.090242,4,READY
UD_002_A_0107_02,UD_002_A_0107,UD_002_A_0107_02_a.jpg,UD_002_A_0107_02_b.jpg,left,270,human-corrected,0,wario-verified,0.090242,4,READY
UD_002_A_0107_03,UD_002_A_0107,UD_002_A_0107_03_a.jpg,UD_002_A_0107_03_b.jpg,left,270,human-corrected,0,wario-verified,0.090242,4,READY
UD_002_A_0107_04,UD_002_A_0107,UD_002_A_0107_04_a.jpg,UD_002_A_0107_04_b.jpg,left,270,human-corrected,0,wario-verified,0.090242,4,READY
UD_002_A_0108_01,UD_002_A_0108,UD_002_A_0108_01_a.jpg,UD_002_A_0108_01_b.jpg,left,270,human-corrected,0,wario-verified,0.063832,4,READY
UD_002_A_0108_02,UD_002_A_0108,UD_002_A_0108_02_a.jpg,UD_002_A_0108_02_b.jpg,left,270,human-corrected,0,wario-verified,0.063832,4,READY
UD_002_A_0108_03,UD_002_A_0108,UD_002_A_0108_03_a.jpg,UD_002_A_0108_03_b.jpg,left,270,human-corrected,0,wario-verified,0.063832,4,READY
UD_002_A_0108_04,UD_002_A_0108,UD_002_A_0108_04_a.jpg,UD_002_A_0108_04_b.jpg,left,270,human-corrected,0,wario-verified,0.063832,4,READY
UD_002_A_0109_01,UD_002_A_0109,UD_002_A_0109_01_a.jpg,UD_002_A_0109_01_b.jpg,bottom,0,human-corrected,180,wario-verified,0.067354,4,READY
UD_002_A_0109_02,UD_002_A_0109,UD_002_A_0109_02_a.jpg,UD_002_A_0109_02_b.jpg,bottom,0,human-corrected,180,wario-verified,0.067354,4,READY
UD_002_A_0109_03,UD_002_A_0109,UD_002_A_0109_03_a.jpg,UD_002_A_0109_03_b.jpg,bottom,0,human-corrected,180,wario-verified,0.067354,4,READY
UD_002_A_0109_04,UD_002_A_0109,UD_002_A_0109_04_a.jpg,UD_002_A_0109_04_b.jpg,bottom,0,human-corrected,180,wario-verified,0.067354,4,READY
UD_002_A_0110_01,UD_002_A_0110,UD_002_A_0110_01_a.jpg,UD_002_A_0110_01_b.jpg,left,270,human-corrected,0,wario-verified,0.090919,4,READY
UD_002_A_0110_02,UD_002_A_0110,UD_002_A_0110_02_a.jpg,UD_002_A_0110_02_b.jpg,left,270,human-corrected,0,wario-verified,0.090919,4,READY
UD_002_A_0110_03,UD_002_A_0110,UD_002_A_0110_03_a.jpg,UD_002_A_0110_03_b.jpg,left,270,human-corrected,0,wario-verified,0.090919,4,READY
UD_002_A_0110_04,UD_002_A_0110,UD_002_A_0110_04_a.jpg,UD_002_A_0110_04_b.jpg,left,270,human-corrected,0,wario-verified,0.090919,4,READY
UD_002_A_0113_01,UD_002_A_0113,UD_002_A_0113_01_a.jpg,UD_002_A_0113_01_b.jpg,left,270,human-corrected,0,wario-verified,0.10471,4,READY
UD_002_A_0113_02,UD_002_A_0113,UD_002_A_0113_02_a.jpg,UD_002_A_0113_02_b.jpg,left,270,human-corrected,0,wario-verified,0.10471,4,READY
UD_002_A_0113_03,UD_002_A_0113,UD_002_A_0113_03_a.jpg,UD_002_A_0113_03_b.jpg,left,270,human-corrected,0,wario-verified,0.10471,4,READY
UD_002_A_0113_04,UD_002_A_0113,UD_002_A_0113_04_a.jpg,UD_002_A_0113_04_b.jpg,left,270,human-corrected,0,wario-verified,0.10471,4,READY
UD_002_B_0001_01,UD_002_B_0001,UD_002_B_0001_01_a.jpg,UD_002_B_0001_01_b.jpg,bottom,0,human-confirmed-turtle,270,wario-verified,0.175454,4,READY
UD_002_B_0001_02,UD_002_B_0001,UD_002_B_0001_02_a.jpg,UD_002_B_0001_02_b.jpg,bottom,0,human-confirmed-turtle,270,wario-verified,0.175454,4,READY
UD_002_B_0001_03,UD_002_B_0001,UD_002_B_0001_03_a.jpg,UD_002_B_0001_03_b.jpg,bottom,0,human-confirmed-turtle,270,wario-verified,0.175454,4,READY
UD_002_B_0001_04,UD_002_B_0001,UD_002_B_0001_04_a.jpg,UD_002_B_0001_04_b.jpg,bottom,0,human-confirmed-turtle,270,wario-verified,0.175454,4,READY
UD_002_B_0002_01,UD_002_B_0002,UD_002_B_0002_01_a.jpg,UD_002_B_0002_01_b.jpg,bottom,0,human-confirmed-turtle,270,wario-verified,0.175953,4,READY
UD_002_B_0002_02,UD_002_B_0002,UD_002_B_0002_02_a.jpg,UD_002_B_0002_02_b.jpg,bottom,0,human-confirmed-turtle,270,wario-verified,0.175953,4,READY
UD_002_B_0002_03,UD_002_B_0002,UD_002_B_0002_03_a.jpg,UD_002_B_0002_03_b.jpg,bottom,0,human-confirmed-turtle,270,wario-verified,0.175953,4,READY
UD_002_B_0002_04,UD_002_B_0002,UD_002_B_0002_04_a.jpg,UD_002_B_0002_04_b.jpg,bottom,0,human-confirmed-turtle,270,wario-verified,0.175953,4,READY
UD_002_B_0003_01,UD_002_B_0003,UD_002_B_0003_01_a.jpg,UD_002_B_0003_01_b.jpg,bottom,0,human-corrected,270,wario-verified,0.157855,4,READY
UD_002_B_0003_02,UD_002_B_0003,UD_002_B_0003_02_a.jpg,UD_002_B_0003_02_b.jpg,bottom,0,human-corrected,270,wario-verified,0.157855,4,READY
UD_002_B_0003_03,UD_002_B_0003,UD_002_B_0003_03_a.jpg,UD_002_B_0003_03_b.jpg,bottom,0,human-corrected,270,wario-verified,0.157855,4,READY
UD_002_B_0003_04,UD_002_B_0003,UD_002_B_0003_04_a.jpg,UD_002_B_0003_04_b.jpg,bottom,0,human-corrected,270,wario-verified,0.157855,4,READY
UD_002_B_0006_01_01,UD_002_B_0006_01,UD_002_B_0006_01_01_a.jpg,UD_002_B_0006_01_01_b.jpg,bottom,0,human-corrected,270,wario-verified,0.170409,4,READY
UD_002_B_0006_01_02,UD_002_B_0006_01,UD_002_B_0006_01_02_a.jpg,UD_002_B_0006_01_02_b.jpg,bottom,0,human-corrected,270,wario-verified,0.170409,4,READY
UD_002_B_0006_01_03,UD_002_B_0006_01,UD_002_B_0006_01_03_a.jpg,UD_002_B_0006_01_03_b.jpg,bottom,0,human-corrected,270,wario-verified,0.170409,4,READY
UD_002_B_0006_01_04,UD_002_B_0006_01,UD_002_B_0006_01_04_a.jpg,UD_002_B_0006_01_04_b.jpg,bottom,0,human-corrected,270,wario-verified,0.170409,4,READY
UD_002_B_0006_02_01,UD_002_B_0006_02,UD_002_B_0006_02_01_a.jpg,UD_002_B_0006_02_01_b.jpg,bottom,0,human-corrected,270,wario-verified,0.170423,4,READY
UD_002_B_0006_02_02,UD_002_B_0006_02,UD_002_B_0006_02_02_a.jpg,UD_002_B_0006_02_02_b.jpg,bottom,0,human-corrected,270,wario-verified,0.170423,4,READY
UD_002_B_0006_02_03,UD_002_B_0006_02,UD_002_B_0006_02_03_a.jpg,UD_002_B_0006_02_03_b.jpg,bottom,0,human-corrected,270,wario-verified,0.170423,4,READY
UD_002_B_0006_02_04,UD_002_B_0006_02,UD_002_B_0006_02_04_a.jpg,UD_002_B_0006_02_04_b.jpg,bottom,0,human-corrected,270,wario-verified,0.170423,4,READY
UD_002_B_0006_03_01,UD_002_B_0006_03,UD_002_B_0006_03_01_a.jpg,UD_002_B_0006_03_01_b.jpg,bottom,0,human-corrected,270,wario-verified,0.170409,4,READY
UD_002_B_0006_03_02,UD_002_B_0006_03,UD_002_B_0006_03_02_a.jpg,UD_002_B_0006_03_02_b.jpg,bottom,0,human-corrected,270,wario-verified,0.170409,4,READY
UD_002_B_0006_03_03,UD_002_B_0006_03,UD_002_B_0006_03_03_a.jpg,UD_002_B_0006_03_03_b.jpg,bottom,0,human-corrected,270,wario-verified,0.170409,4,READY
UD_002_B_0006_03_04,UD_002_B_0006_03,UD_002_B_0006_03_04_a.jpg,UD_002_B_0006_03_04_b.jpg,bottom,0,human-corrected,270,wario-verified,0.170409,4,READY
UD_002_B_0006_04_01,UD_002_B_0006_04,UD_002_B_0006_04_01_a.jpg,UD_002_B_0006_04_01_b.jpg,bottom,0,human-corrected,270,wario-verified,0.170423,4,READY
UD_002_B_0006_04_02,UD_002_B_0006_04,UD_002_B_0006_04_02_a.jpg,UD_002_B_0006_04_02_b.jpg,bottom,0,human-corrected,270,wario-verified,0.170423,4,READY
UD_002_B_0006_04_03,UD_002_B_0006_04,UD_002_B_0006_04_03_a.jpg,UD_002_B_0006_04_03_b.jpg,bottom,0,human-corrected,270,wario-verified,0.170423,4,READY
UD_002_B_0006_04_04,UD_002_B_0006_04,UD_002_B_0006_04_04_a.jpg,UD_002_B_0006_04_04_b.jpg,bottom,0,human-corrected,270,wario-verified,0.170423,4,READY
